0,-1.24379,-30.1481,10,3,0.01
0,16.9688,-21.2897,10,3,0.01
0,15.9398,-1.74819,10,3,0.01
0,-1.23471,-11.7708,10,3,0.01
0,-18.2728,-22.3969,10,3,0.01
0,-15.7785,-42.6924,10,3,0.01
0,2.55998,-51.1232,10,3,0.01
0,19.5171,-40.7551,10,3,0.01
0,35.6535,-29.6441,10,3,0.01
0,33.8889,-10.1353,10,3,0.01
0,32.1689,9.78887,10,3,0.01
0,14.3842,17.8781,10,3,0.01
0,-3.48531,25.0889,10,3,0.01
0,-19.3484,-2.28552,10,3,0.01
0,-35.7616,-14.1598,10,3,0.01
0,-33.9002,-34.2675,10,3,0.01
0,-31.7909,-54.2362,10,3,0.01
0,-13.6308,-62.6656,10,3,0.01
0,4.39825,-71.2846,10,3,0.01
0,20.78,-60.3618,10,3,0.01
0,37.5314,-49.5122,10,3,0.01
0,53.8674,-38.2313,10,3,0.01
0,52.1653,-18.3515,10,3,0.01
0,50.2319,1.54134,10,3,0.01
0,47.9392,21.488,10,3,0.01
0,29.7132,29.8222,10,3,0.01
0,11.1072,37.6596,10,3,0.01
0,-15.8235,38.7156,10,3,0.01
0,-21.9464,18.3634,10,3,0.01
0,-37.5931,5.74104,10,3,0.01
0,-53.849,-6.01048,10,3,0.01
0,-51.9474,-25.9472,10,3,0.01
0,-49.9884,-45.8965,10,3,0.01
0,-48.0344,-65.7698,10,3,0.01
0,-29.9244,-74.1649,10,3,0.01
0,-11.9328,-82.6466,10,3,0.01
0,5.97664,-91.3339,10,3,0.01
0,22.3582,-80.1802,10,3,0.01
0,38.8899,-69.2639,10,3,0.01
0,55.5743,-58.2022,10,3,0.01
1,-250.968,-203.338,10,0,0
1,24.4035,-99.9105,10,0,0
1,271.147,0.611763,10,0,0
1,-108.947,-131.932,10,0,0
3,37.8002,43.7434,5,E,0
2,-440.856,-19.8603,5,4,0
1,57.216,39.1268,10,2,0.264
1,-1.98577,6.83745,10,2,0.264
1,203.218,194.325,10,0,0
1,286.157,-82.2212,10,0,0
1,166.973,158.081,10,0,0
3,-366.4,250.314,5,E,0
1,-456.292,-304.657,10,0,0
1,-77.1919,-343.546,10,0,0
1,-70.3589,76.9876,10,0,0
1,-46.5692,-85.6413,10,0,0
1,-118.808,-295.543,10,0,0
3,-137.047,465.453,5,M,0
2,6.55044,-37.6782,5,4,0
